AGE_GROUP,GENDER,EDUCATION,EMPLOYMENT_STATUS,TELECOM_COMPANY,REASON_FOR_CHOOSING,DURATION_WITH_COMPANY,PLAN _TYPE,MONTHLY_CHARGES,CHURN,CHURN_REASON_NETWORK_COVERAGE,CHURN_REASON_CUSTOMER_SERVICE,CHURN_REASON_PRICING,CHURN_LIKELIHOOD,MONTHLY_CHARGES_NUMERIC,GENDER_NUMERIC,AGE_GROUP_NUMERIC
55-64,TRANSGENDER,UNDERGRADUATE,UNEMPLOYED,VODAFONE,PRICING,1-2 years,PREPAID,MORE THAN GHS 200,NO,FALSE,FALSE,FALSE,4,6,3,4
55-64,TRANSGENDER,UNDERGRADUATE,UNEMPLOYED,VODAFONE,PRICING,1-2 years,PREPAID,MORE THAN GHS 200,NO,FALSE,FALSE,FALSE,4,6,3,4
55-64,TRANSGENDER,UNDERGRADUATE,UNEMPLOYED,VODAFONE,PRICING,1-2 years,PREPAID,MORE THAN GHS 200,NO,FALSE,FALSE,FALSE,4,6,3,4
55-64,TRANSGENDER,UNDERGRADUATE,UNEMPLOYED,VODAFONE,PRICING,1-2 years,PREPAID,MORE THAN GHS 200,NO,FALSE,FALSE,FALSE,4,6,3,4
55-64,TRANSGENDER,UNDERGRADUATE,UNEMPLOYED,VODAFONE,PRICING,1-2 years,PREPAID,MORE THAN GHS 200,NO,FALSE,FALSE,FALSE,4,6,3,4
55-64,TRANSGENDER,UNDERGRADUATE,UNEMPLOYED,VODAFONE,PRICING,1-2 years,PREPAID,MORE THAN GHS 200,NO,FALSE,FALSE,FALSE,4,6,3,4
55-64,TRANSGENDER,UNDERGRADUATE,UNEMPLOYED,VODAFONE,PRICING,1-2 years,PREPAID,MORE THAN GHS 200,NO,FALSE,FALSE,FALSE,4,6,3,4
55-64,TRANSGENDER,UNDERGRADUATE,UNEMPLOYED,VODAFONE,PRICING,1-2 years,PREPAID,MORE THAN GHS 200,NO,FALSE,FALSE,FALSE,4,6,3,4
55-64,TRANSGENDER,UNDERGRADUATE,UNEMPLOYED,VODAFONE,PRICING,1-2 years,PREPAID,MORE THAN GHS 200,NO,FALSE,FALSE,FALSE,4,6,3,4
55-64,TRANSGENDER,UNDERGRADUATE,UNEMPLOYED,VODAFONE,PRICING,1-2 years,PREPAID,MORE THAN GHS 200,NO,FALSE,FALSE,FALSE,4,6,3,4
55-64,TRANSGENDER,UNDERGRADUATE,UNEMPLOYED,VODAFONE,PRICING,1-2 years,PREPAID,MORE THAN GHS 200,NO,FALSE,FALSE,FALSE,4,6,3,4
55-64,TRANSGENDER,UNDERGRADUATE,UNEMPLOYED,VODAFONE,PRICING,1-2 years,PREPAID,MORE THAN GHS 200,NO,FALSE,FALSE,FALSE,4,6,3,4
55-64,TRANSGENDER,UNDERGRADUATE,UNEMPLOYED,VODAFONE,PRICING,1-2 years,PREPAID,MORE THAN GHS 200,NO,FALSE,FALSE,FALSE,4,6,3,4
55-64,TRANSGENDER,UNDERGRADUATE,UNEMPLOYED,VODAFONE,PRICING,1-2 years,PREPAID,MORE THAN GHS 200,NO,FALSE,FALSE,FALSE,4,6,3,4
55-64,TRANSGENDER,UNDERGRADUATE,UNEMPLOYED,VODAFONE,PRICING,1-2 years,PREPAID,MORE THAN GHS 200,NO,FALSE,FALSE,FALSE,4,6,3,4
55-64,TRANSGENDER,UNDERGRADUATE,UNEMPLOYED,VODAFONE,PRICING,1-2 years,PREPAID,MORE THAN GHS 200,NO,FALSE,FALSE,FALSE,4,6,3,4
55-64,TRANSGENDER,UNDERGRADUATE,UNEMPLOYED,VODAFONE,PRICING,1-2 years,PREPAID,MORE THAN GHS 200,NO,FALSE,FALSE,FALSE,4,6,3,4
55-64,TRANSGENDER,UNDERGRADUATE,UNEMPLOYED,VODAFONE,PRICING,1-2 years,PREPAID,MORE THAN GHS 200,NO,FALSE,FALSE,FALSE,4,6,3,4
55-64,TRANSGENDER,UNDERGRADUATE,UNEMPLOYED,VODAFONE,PRICING,1-2 years,PREPAID,MORE THAN GHS 200,NO,FALSE,FALSE,FALSE,4,6,3,4
55-64,TRANSGENDER,UNDERGRADUATE,UNEMPLOYED,VODAFONE,PRICING,1-2 years,PREPAID,MORE THAN GHS 200,NO,FALSE,FALSE,FALSE,4,6,3,4
55-64,TRANSGENDER,UNDERGRADUATE,UNEMPLOYED,VODAFONE,PRICING,1-2 years,PREPAID,MORE THAN GHS 200,NO,FALSE,FALSE,FALSE,4,6,3,4
55-64,TRANSGENDER,UNDERGRADUATE,UNEMPLOYED,VODAFONE,PRICING,1-2 years,PREPAID,MORE THAN GHS 200,NO,FALSE,FALSE,FALSE,4,6,3,4
55-64,TRANSGENDER,UNDERGRADUATE,UNEMPLOYED,VODAFONE,PRICING,1-2 years,PREPAID,MORE THAN GHS 200,NO,FALSE,FALSE,FALSE,4,6,3,4
55-64,TRANSGENDER,UNDERGRADUATE,UNEMPLOYED,VODAFONE,PRICING,1-2 years,PREPAID,MORE THAN GHS 200,NO,FALSE,FALSE,FALSE,4,6,3,4
55-64,TRANSGENDER,UNDERGRADUATE,UNEMPLOYED,VODAFONE,PRICING,1-2 years,PREPAID,MORE THAN GHS 200,NO,FALSE,FALSE,FALSE,4,6,3,4
55-64,TRANSGENDER,UNDERGRADUATE,UNEMPLOYED,VODAFONE,PRICING,1-2 years,PREPAID,MORE THAN GHS 200,NO,FALSE,FALSE,FALSE,4,6,3,4
55-64,TRANSGENDER,UNDERGRADUATE,UNEMPLOYED,VODAFONE,PRICING,1-2 years,PREPAID,MORE THAN GHS 200,NO,FALSE,FALSE,FALSE,4,6,3,4
55-64,TRANSGENDER,UNDERGRADUATE,UNEMPLOYED,VODAFONE,PRICING,1-2 years,PREPAID,MORE THAN GHS 200,NO,FALSE,FALSE,FALSE,4,6,3,4
55-64,TRANSGENDER,UNDERGRADUATE,UNEMPLOYED,VODAFONE,PRICING,1-2 years,PREPAID,MORE THAN GHS 200,NO,FALSE,FALSE,FALSE,4,7,3,4
55-64,TRANSGENDER,UNDERGRADUATE,UNEMPLOYED,VODAFONE,PRICING,1-2 years,PREPAID,MORE THAN GHS 200,NO,FALSE,FALSE,FALSE,4,7,3,4
55-64,TRANSGENDER,UNDERGRADUATE,UNEMPLOYED,VODAFONE,PRICING,1-2 years,PREPAID,MORE THAN GHS 200,NO,FALSE,FALSE,FALSE,4,7,3,4
55-64,TRANSGENDER,UNDERGRADUATE,UNEMPLOYED,VODAFONE,PRICING,1-2 years,PREPAID,MORE THAN GHS 200,NO,FALSE,FALSE,FALSE,4,7,3,4
55-64,TRANSGENDER,UNDERGRADUATE,UNEMPLOYED,VODAFONE,PRICING,1-2 years,PREPAID,MORE THAN GHS 200,NO,FALSE,FALSE,FALSE,4,7,3,4
55-64,TRANSGENDER,UNDERGRADUATE,UNEMPLOYED,VODAFONE,PRICING,1-2 years,PREPAID,MORE THAN GHS 200,NO,FALSE,FALSE,FALSE,4,7,3,4
55-64,TRANSGENDER,UNDERGRADUATE,UNEMPLOYED,VODAFONE,PRICING,1-2 years,PREPAID,MORE THAN GHS 200,NO,FALSE,FALSE,FALSE,4,7,3,4
55-64,TRANSGENDER,UNDERGRADUATE,UNEMPLOYED,VODAFONE,PRICING,1-2 years,PREPAID,MORE THAN GHS 200,NO,FALSE,FALSE,FALSE,4,7,3,4
55-64,TRANSGENDER,UNDERGRADUATE,UNEMPLOYED,VODAFONE,PRICING,1-2 years,PREPAID,MORE THAN GHS 200,NO,FALSE,FALSE,FALSE,4,7,3,4
55-64,TRANSGENDER,UNDERGRADUATE,UNEMPLOYED,VODAFONE,PRICING,1-2 years,PREPAID,MORE THAN GHS 200,NO,FALSE,FALSE,FALSE,4,7,3,4
55-64,TRANSGENDER,UNDERGRADUATE,UNEMPLOYED,VODAFONE,PRICING,1-2 years,PREPAID,MORE THAN GHS 200,NO,FALSE,FALSE,FALSE,4,7,3,4
55-64,TRANSGENDER,UNDERGRADUATE,UNEMPLOYED,VODAFONE,PRICING,1-2 years,PREPAID,MORE THAN GHS 200,NO,FALSE,FALSE,FALSE,4,7,3,4
55-64,TRANSGENDER,UNDERGRADUATE,UNEMPLOYED,VODAFONE,PRICING,1-2 years,PREPAID,MORE THAN GHS 200,NO,FALSE,FALSE,FALSE,4,7,3,4
55-64,TRANSGENDER,UNDERGRADUATE,UNEMPLOYED,VODAFONE,PRICING,1-2 years,PREPAID,MORE THAN GHS 200,NO,FALSE,FALSE,FALSE,4,7,3,4
55-64,TRANSGENDER,UNDERGRADUATE,UNEMPLOYED,VODAFONE,PRICING,1-2 years,PREPAID,MORE THAN GHS 200,NO,FALSE,FALSE,FALSE,4,7,3,4
55-64,TRANSGENDER,UNDERGRADUATE,UNEMPLOYED,VODAFONE,PRICING,1-2 years,PREPAID,MORE THAN GHS 200,NO,FALSE,FALSE,FALSE,4,7,3,4
55-64,TRANSGENDER,UNDERGRADUATE,UNEMPLOYED,VODAFONE,PRICING,1-2 years,PREPAID,MORE THAN GHS 200,NO,FALSE,FALSE,FALSE,4,7,3,4
55-64,TRANSGENDER,UNDERGRADUATE,UNEMPLOYED,VODAFONE,PRICING,1-2 years,PREPAID,MORE THAN GHS 200,NO,FALSE,FALSE,FALSE,4,7,3,4
55-64,TRANSGENDER,UNDERGRADUATE,UNEMPLOYED,VODAFONE,PRICING,1-2 years,PREPAID,LESS THAN GHS 20,NO,FALSE,FALSE,FALSE,4,7,3,4
55-64,TRANSGENDER,UNDERGRADUATE,UNEMPLOYED,VODAFONE,PRICING,1-2 years,PREPAID,LESS THAN GHS 20,NO,FALSE,FALSE,FALSE,4,7,3,4
55-64,TRANSGENDER,UNDERGRADUATE,UNEMPLOYED,VODAFONE,PRICING,1-2 years,PREPAID,LESS THAN GHS 20,NO,FALSE,FALSE,FALSE,4,7,3,4
55-64,TRANSGENDER,UNDERGRADUATE,UNEMPLOYED,VODAFONE,PRICING,1-2 years,PREPAID,LESS THAN GHS 20,NO,FALSE,FALSE,FALSE,4,7,3,4
55-64,TRANSGENDER,UNDERGRADUATE,UNEMPLOYED,VODAFONE,PRICING,1-2 years,PREPAID,LESS THAN GHS 20,NO,FALSE,FALSE,FALSE,4,7,3,4
55-64,TRANSGENDER,UNDERGRADUATE,UNEMPLOYED,VODAFONE,PRICING,1-2 years,PREPAID,LESS THAN GHS 20,NO,FALSE,FALSE,FALSE,4,7,3,4
55-64,TRANSGENDER,UNDERGRADUATE,UNEMPLOYED,VODAFONE,PRICING,1-2 years,PREPAID,LESS THAN GHS 20,NO,FALSE,FALSE,FALSE,4,7,3,4
55-64,TRANSGENDER,UNDERGRADUATE,UNEMPLOYED,VODAFONE,PRICING,1-2 years,PREPAID,LESS THAN GHS 20,NO,FALSE,FALSE,FALSE,4,7,3,4
55-64,TRANSGENDER,UNDERGRADUATE,UNEMPLOYED,VODAFONE,PRICING,1-2 years,PREPAID,LESS THAN GHS 20,NO,FALSE,FALSE,FALSE,4,7,3,4
55-64,TRANSGENDER,UNDERGRADUATE,UNEMPLOYED,VODAFONE,PRICING,1-2 years,PREPAID,LESS THAN GHS 20,NO,FALSE,FALSE,FALSE,4,7,3,4
55-64,TRANSGENDER,UNDERGRADUATE,UNEMPLOYED,VODAFONE,PRICING,1-2 years,PREPAID,LESS THAN GHS 20,NO,FALSE,FALSE,FALSE,4,7,3,4
55-64,TRANSGENDER,UNDERGRADUATE,UNEMPLOYED,VODAFONE,PRICING,1-2 years,PREPAID,LESS THAN GHS 20,NO,FALSE,FALSE,FALSE,4,7,3,4
55-64,TRANSGENDER,UNDERGRADUATE,UNEMPLOYED,VODAFONE,PRICING,1-2 years,PREPAID,LESS THAN GHS 20,NO,FALSE,FALSE,FALSE,4,7,3,4
55-64,TRANSGENDER,UNDERGRADUATE,UNEMPLOYED,VODAFONE,PRICING,1-2 years,PREPAID,LESS THAN GHS 20,NO,FALSE,FALSE,FALSE,4,7,3,4
55-64,TRANSGENDER,UNDERGRADUATE,UNEMPLOYED,VODAFONE,PRICING,1-2 years,PREPAID,LESS THAN GHS 20,NO,FALSE,FALSE,FALSE,4,7,3,4
55-64,TRANSGENDER,UNDERGRADUATE,UNEMPLOYED,VODAFONE,PRICING,1-2 years,PREPAID,LESS THAN GHS 20,NO,FALSE,FALSE,FALSE,4,7,3,4
55-64,TRANSGENDER,UNDERGRADUATE,UNEMPLOYED,VODAFONE,PRICING,1-2 years,PREPAID,LESS THAN GHS 20,NO,FALSE,FALSE,FALSE,4,7,3,4
55-64,TRANSGENDER,UNDERGRADUATE,UNEMPLOYED,VODAFONE,PRICING,1-2 years,PREPAID,LESS THAN GHS 20,NO,FALSE,FALSE,FALSE,4,7,3,4
55-64,TRANSGENDER,UNDERGRADUATE,UNEMPLOYED,VODAFONE,PRICING,1-2 years,PREPAID,LESS THAN GHS 20,NO,FALSE,FALSE,FALSE,4,7,3,4
55-64,TRANSGENDER,UNDERGRADUATE,UNEMPLOYED,VODAFONE,PRICING,1-2 years,PREPAID,LESS THAN GHS 20,NO,FALSE,FALSE,FALSE,4,7,3,4
55-64,TRANSGENDER,UNDERGRADUATE,UNEMPLOYED,VODAFONE,PRICING,1-2 years,PREPAID,LESS THAN GHS 20,NO,FALSE,FALSE,FALSE,4,7,3,4
55-64,TRANSGENDER,UNDERGRADUATE,UNEMPLOYED,VODAFONE,PRICING,1-2 years,PREPAID,LESS THAN GHS 20,NO,FALSE,FALSE,FALSE,4,7,3,4
55-64,TRANSGENDER,UNDERGRADUATE,UNEMPLOYED,VODAFONE,PRICING,1-2 years,PREPAID,LESS THAN GHS 20,NO,FALSE,FALSE,FALSE,4,7,3,4
55-64,TRANSGENDER,UNDERGRADUATE,UNEMPLOYED,VODAFONE,PRICING,1-2 years,PREPAID,LESS THAN GHS 20,NO,FALSE,FALSE,FALSE,4,7,3,4
55-64,TRANSGENDER,UNDERGRADUATE,UNEMPLOYED,VODAFONE,PRICING,1-2 years,PREPAID,LESS THAN GHS 20,NO,FALSE,FALSE,FALSE,4,7,3,4
55-64,TRANSGENDER,UNDERGRADUATE,UNEMPLOYED,VODAFONE,PRICING,1-2 years,PREPAID,LESS THAN GHS 20,NO,FALSE,FALSE,FALSE,4,7,3,4
55-64,TRANSGENDER,UNDERGRADUATE,UNEMPLOYED,VODAFONE,PRICING,1-2 years,PREPAID,LESS THAN GHS 20,NO,FALSE,FALSE,FALSE,4,7,3,4
55-64,TRANSGENDER,UNDERGRADUATE,UNEMPLOYED,VODAFONE,PRICING,1-2 years,PREPAID,LESS THAN GHS 20,NO,FALSE,FALSE,FALSE,4,7,3,4
55-64,TRANSGENDER,UNDERGRADUATE,UNEMPLOYED,VODAFONE,PRICING,1-2 years,PREPAID,LESS THAN GHS 20,NO,FALSE,FALSE,FALSE,4,7,3,4
55-64,TRANSGENDER,UNDERGRADUATE,UNEMPLOYED,VODAFONE,PRICING,1-2 years,PREPAID,LESS THAN GHS 20,NO,FALSE,FALSE,FALSE,4,7,3,4
55-64,TRANSGENDER,UNDERGRADUATE,UNEMPLOYED,VODAFONE,PRICING,1-2 years,PREPAID,LESS THAN GHS 20,NO,FALSE,FALSE,FALSE,4,7,3,4
55-64,TRANSGENDER,UNDERGRADUATE,UNEMPLOYED,VODAFONE,PRICING,1-2 years,PREPAID,LESS THAN GHS 20,NO,FALSE,FALSE,FALSE,4,7,3,4
55-64,TRANSGENDER,UNDERGRADUATE,UNEMPLOYED,VODAFONE,PRICING,1-2 years,PREPAID,LESS THAN GHS 20,NO,FALSE,FALSE,FALSE,4,7,3,4
55-64,TRANSGENDER,UNDERGRADUATE,UNEMPLOYED,VODAFONE,PRICING,1-2 years,PREPAID,LESS THAN GHS 20,NO,FALSE,FALSE,FALSE,4,7,3,4
55-64,TRANSGENDER,UNDERGRADUATE,UNEMPLOYED,VODAFONE,PRICING,1-2 years,PREPAID,LESS THAN GHS 20,NO,FALSE,FALSE,FALSE,4,7,3,4
55-64,TRANSGENDER,UNDERGRADUATE,UNEMPLOYED,VODAFONE,PRICING,1-2 years,PREPAID,LESS THAN GHS 20,NO,FALSE,FALSE,FALSE,4,7,3,4
55-64,TRANSGENDER,UNDERGRADUATE,UNEMPLOYED,VODAFONE,PRICING,1-2 years,PREPAID,LESS THAN GHS 20,NO,FALSE,FALSE,FALSE,4,7,3,4
55-64,TRANSGENDER,UNDERGRADUATE,UNEMPLOYED,VODAFONE,PRICING,1-2 years,PREPAID,LESS THAN GHS 20,NO,FALSE,FALSE,FALSE,4,7,3,4
55-64,TRANSGENDER,UNDERGRADUATE,UNEMPLOYED,VODAFONE,PRICING,1-2 years,PREPAID,LESS THAN GHS 20,NO,FALSE,FALSE,FALSE,4,7,3,4
55-64,TRANSGENDER,UNDERGRADUATE,UNEMPLOYED,VODAFONE,PRICING,1-2 years,PREPAID,LESS THAN GHS 20,NO,FALSE,FALSE,FALSE,4,7,3,4
55-64,TRANSGENDER,UNDERGRADUATE,UNEMPLOYED,VODAFONE,PRICING,1-2 years,PREPAID,LESS THAN GHS 20,NO,FALSE,FALSE,FALSE,4,7,3,4
55-64,TRANSGENDER,UNDERGRADUATE,UNEMPLOYED,VODAFONE,PRICING,1-2 years,PREPAID,LESS THAN GHS 20,NO,FALSE,FALSE,FALSE,4,7,3,4
55-64,TRANSGENDER,UNDERGRADUATE,UNEMPLOYED,VODAFONE,PRICING,1-2 years,PREPAID,LESS THAN GHS 20,NO,FALSE,FALSE,FALSE,4,7,3,4
55-64,TRANSGENDER,UNDERGRADUATE,UNEMPLOYED,VODAFONE,PRICING,1-2 years,PREPAID,LESS THAN GHS 20,NO,FALSE,FALSE,FALSE,4,7,3,4
55-64,TRANSGENDER,UNDERGRADUATE,UNEMPLOYED,VODAFONE,PRICING,1-2 years,PREPAID,LESS THAN GHS 20,NO,FALSE,FALSE,FALSE,4,7,3,4
55-64,TRANSGENDER,UNDERGRADUATE,UNEMPLOYED,VODAFONE,PRICING,1-2 years,PREPAID,LESS THAN GHS 20,NO,FALSE,FALSE,FALSE,4,7,3,4
55-64,TRANSGENDER,UNDERGRADUATE,UNEMPLOYED,VODAFONE,PRICING,1-2 years,PREPAID,LESS THAN GHS 20,NO,FALSE,FALSE,FALSE,4,7,3,4
55-64,TRANSGENDER,UNDERGRADUATE,UNEMPLOYED,VODAFONE,PRICING,1-2 years,PREPAID,LESS THAN GHS 20,NO,FALSE,FALSE,FALSE,4,7,3,4
55-64,TRANSGENDER,UNDERGRADUATE,UNEMPLOYED,VODAFONE,PRICING,1-2 years,PREPAID,LESS THAN GHS 20,NO,FALSE,FALSE,FALSE,4,7,3,4
55-64,TRANSGENDER,UNDERGRADUATE,UNEMPLOYED,VODAFONE,PRICING,1-2 years,PREPAID,LESS THAN GHS 20,NO,FALSE,FALSE,FALSE,4,7,3,4
55-64,TRANSGENDER,UNDERGRADUATE,UNEMPLOYED,VODAFONE,PRICING,1-2 years,PREPAID,LESS THAN GHS 20,NO,FALSE,FALSE,FALSE,4,7,3,4
55-64,TRANSGENDER,UNDERGRADUATE,UNEMPLOYED,VODAFONE,PRICING,1-2 years,PREPAID,LESS THAN GHS 20,NO,FALSE,FALSE,FALSE,4,7,3,4
55-64,TRANSGENDER,UNDERGRADUATE,UNEMPLOYED,VODAFONE,PRICING,1-2 years,PREPAID,LESS THAN GHS 20,NO,FALSE,FALSE,FALSE,4,7,3,4
55-64,TRANSGENDER,UNDERGRADUATE,UNEMPLOYED,VODAFONE,PRICING,1-2 years,PREPAID,LESS THAN GHS 20,NO,FALSE,FALSE,FALSE,4,7,3,4
55-64,TRANSGENDER,UNDERGRADUATE,UNEMPLOYED,VODAFONE,PRICING,1-2 years,PREPAID,LESS THAN GHS 20,NO,FALSE,FALSE,FALSE,4,7,3,4
55-64,TRANSGENDER,UNDERGRADUATE,UNEMPLOYED,VODAFONE,PRICING,1-2 years,PREPAID,LESS THAN GHS 20,NO,FALSE,FALSE,FALSE,4,7,3,4
55-64,TRANSGENDER,UNDERGRADUATE,UNEMPLOYED,VODAFONE,PRICING,1-2 years,PREPAID,LESS THAN GHS 20,NO,FALSE,FALSE,FALSE,4,7,3,4
55-64,TRANSGENDER,UNDERGRADUATE,UNEMPLOYED,VODAFONE,PRICING,1-2 years,PREPAID,LESS THAN GHS 20,NO,FALSE,FALSE,FALSE,4,7,3,4
55-64,TRANSGENDER,UNDERGRADUATE,UNEMPLOYED,VODAFONE,PRICING,1-2 years,PREPAID,LESS THAN GHS 20,NO,FALSE,FALSE,FALSE,4,7,3,4
55-64,TRANSGENDER,UNDERGRADUATE,UNEMPLOYED,VODAFONE,PRICING,1-2 years,PREPAID,LESS THAN GHS 20,NO,FALSE,FALSE,FALSE,4,7,3,4
55-64,TRANSGENDER,UNDERGRADUATE,UNEMPLOYED,VODAFONE,PRICING,1-2 years,PREPAID,LESS THAN GHS 20,NO,FALSE,FALSE,FALSE,4,7,3,4
55-64,TRANSGENDER,UNDERGRADUATE,UNEMPLOYED,VODAFONE,PRICING,1-2 years,PREPAID,LESS THAN GHS 20,NO,FALSE,FALSE,FALSE,4,7,3,4
55-64,TRANSGENDER,UNDERGRADUATE,UNEMPLOYED,VODAFONE,PRICING,1-2 years,PREPAID,LESS THAN GHS 20,NO,FALSE,FALSE,FALSE,4,7,3,4
55-64,TRANSGENDER,UNDERGRADUATE,UNEMPLOYED,VODAFONE,PRICING,1-2 years,PREPAID,LESS THAN GHS 20,NO,FALSE,FALSE,FALSE,4,7,3,4
55-64,TRANSGENDER,UNDERGRADUATE,UNEMPLOYED,VODAFONE,PRICING,1-2 years,PREPAID,LESS THAN GHS 20,NO,FALSE,FALSE,FALSE,4,7,3,4
55-64,TRANSGENDER,UNDERGRADUATE,UNEMPLOYED,VODAFONE,PRICING,1-2 years,PREPAID,LESS THAN GHS 20,NO,FALSE,FALSE,FALSE,4,7,3,4
55-64,TRANSGENDER,UNDERGRADUATE,UNEMPLOYED,VODAFONE,PRICING,1-2 years,PREPAID,LESS THAN GHS 20,NO,FALSE,FALSE,FALSE,4,7,3,4
55-64,TRANSGENDER,UNDERGRADUATE,UNEMPLOYED,VODAFONE,PRICING,1-2 years,PREPAID,LESS THAN GHS 20,NO,FALSE,FALSE,FALSE,4,7,3,4
55-64,TRANSGENDER,UNDERGRADUATE,UNEMPLOYED,VODAFONE,PRICING,1-2 years,PREPAID,LESS THAN GHS 20,NO,FALSE,FALSE,FALSE,4,7,3,4
55-64,TRANSGENDER,UNDERGRADUATE,UNEMPLOYED,VODAFONE,PRICING,1-2 years,PREPAID,LESS THAN GHS 20,NO,FALSE,FALSE,FALSE,4,7,3,4
55-64,TRANSGENDER,UNDERGRADUATE,UNEMPLOYED,VODAFONE,PRICING,1-2 years,PREPAID,LESS THAN GHS 20,NO,FALSE,FALSE,FALSE,4,7,3,4
55-64,TRANSGENDER,UNDERGRADUATE,UNEMPLOYED,VODAFONE,PRICING,1-2 years,PREPAID,LESS THAN GHS 20,NO,FALSE,FALSE,FALSE,4,7,3,4
55-64,TRANSGENDER,UNDERGRADUATE,UNEMPLOYED,VODAFONE,PRICING,1-2 years,PREPAID,LESS THAN GHS 20,NO,FALSE,FALSE,FALSE,4,7,3,4
55-64,TRANSGENDER,UNDERGRADUATE,UNEMPLOYED,VODAFONE,PRICING,1-2 years,PREPAID,LESS THAN GHS 20,NO,FALSE,FALSE,FALSE,4,7,3,4
55-64,TRANSGENDER,UNDERGRADUATE,UNEMPLOYED,VODAFONE,PRICING,1-2 years,PREPAID,LESS THAN GHS 20,NO,FALSE,FALSE,FALSE,4,7,3,4
25-34,MALE,NO EDUCATION,EMPLOYED PART-TIME,GLO,CUSTOMER SERVICE,6-12 months,POSTPAID,LESS THAN GHS 20,NO,FALSE,FALSE,FALSE,4,7,3,4
25-34,MALE,NO EDUCATION,EMPLOYED PART-TIME,GLO,CUSTOMER SERVICE,6-12 months,POSTPAID,LESS THAN GHS 20,NO,FALSE,FALSE,FALSE,4,7,3,4
25-34,MALE,NO EDUCATION,EMPLOYED PART-TIME,GLO,CUSTOMER SERVICE,6-12 months,POSTPAID,LESS THAN GHS 20,NO,FALSE,FALSE,FALSE,4,7,3,4
25-34,MALE,NO EDUCATION,EMPLOYED PART-TIME,GLO,CUSTOMER SERVICE,6-12 months,POSTPAID,LESS THAN GHS 20,NO,FALSE,FALSE,FALSE,4,7,3,4
25-34,MALE,NO EDUCATION,EMPLOYED PART-TIME,GLO,CUSTOMER SERVICE,6-12 months,POSTPAID,LESS THAN GHS 20,NO,FALSE,FALSE,FALSE,4,7,3,4
25-34,MALE,NO EDUCATION,EMPLOYED PART-TIME,GLO,CUSTOMER SERVICE,6-12 months,POSTPAID,LESS THAN GHS 20,NO,FALSE,FALSE,FALSE,4,7,3,4
25-34,MALE,NO EDUCATION,EMPLOYED PART-TIME,GLO,CUSTOMER SERVICE,6-12 months,POSTPAID,LESS THAN GHS 20,NO,FALSE,FALSE,FALSE,4,7,3,4
25-34,MALE,NO EDUCATION,EMPLOYED PART-TIME,GLO,CUSTOMER SERVICE,6-12 months,POSTPAID,LESS THAN GHS 20,NO,FALSE,FALSE,FALSE,4,7,3,4
25-34,MALE,NO EDUCATION,EMPLOYED PART-TIME,GLO,CUSTOMER SERVICE,6-12 months,POSTPAID,LESS THAN GHS 20,NO,FALSE,FALSE,FALSE,4,7,3,4
25-34,MALE,NO EDUCATION,EMPLOYED PART-TIME,GLO,CUSTOMER SERVICE,6-12 months,POSTPAID,LESS THAN GHS 20,NO,FALSE,FALSE,FALSE,4,7,3,4
25-34,MALE,NO EDUCATION,EMPLOYED PART-TIME,GLO,CUSTOMER SERVICE,6-12 months,POSTPAID,LESS THAN GHS 20,NO,FALSE,FALSE,FALSE,4,7,3,4
25-34,MALE,NO EDUCATION,EMPLOYED PART-TIME,GLO,CUSTOMER SERVICE,6-12 months,POSTPAID,LESS THAN GHS 20,NO,FALSE,FALSE,FALSE,4,7,3,4
25-34,MALE,NO EDUCATION,EMPLOYED PART-TIME,GLO,CUSTOMER SERVICE,6-12 months,POSTPAID,LESS THAN GHS 20,NO,FALSE,FALSE,FALSE,4,7,3,4
25-34,MALE,NO EDUCATION,EMPLOYED PART-TIME,GLO,CUSTOMER SERVICE,6-12 months,POSTPAID,LESS THAN GHS 20,NO,FALSE,FALSE,FALSE,4,7,3,4
25-34,MALE,NO EDUCATION,EMPLOYED PART-TIME,GLO,CUSTOMER SERVICE,6-12 months,POSTPAID,LESS THAN GHS 20,NO,FALSE,FALSE,FALSE,4,7,3,4
25-34,MALE,NO EDUCATION,EMPLOYED PART-TIME,GLO,CUSTOMER SERVICE,6-12 months,POSTPAID,LESS THAN GHS 20,NO,FALSE,FALSE,FALSE,4,7,3,4
25-34,MALE,NO EDUCATION,EMPLOYED PART-TIME,GLO,CUSTOMER SERVICE,6-12 months,POSTPAID,LESS THAN GHS 20,NO,FALSE,FALSE,FALSE,4,7,3,4
25-34,MALE,NO EDUCATION,EMPLOYED PART-TIME,GLO,CUSTOMER SERVICE,6-12 months,POSTPAID,LESS THAN GHS 20,NO,FALSE,FALSE,FALSE,4,7,3,4
25-34,MALE,NO EDUCATION,EMPLOYED PART-TIME,GLO,CUSTOMER SERVICE,6-12 months,POSTPAID,LESS THAN GHS 20,NO,FALSE,FALSE,FALSE,4,7,3,4
25-34,MALE,NO EDUCATION,EMPLOYED PART-TIME,GLO,CUSTOMER SERVICE,6-12 months,POSTPAID,LESS THAN GHS 20,NO,FALSE,FALSE,FALSE,4,7,3,4
25-34,MALE,NO EDUCATION,EMPLOYED PART-TIME,GLO,CUSTOMER SERVICE,6-12 months,POSTPAID,LESS THAN GHS 20,NO,FALSE,FALSE,FALSE,4,7,3,4
